FFT,Power Spectrum
Frequency[Hz],Level-L[dB],Level-R[dB]
43.066,67.213,68.072
86.133,66.435,67.184
129.2,67.087,67.821
172.27,67.369,68.123
215.33,66.623,67.359
258.4,60.63,61.381
301.46,89.296,89.966
344.53,107.94,108.62
387.6,108.81,109.49
430.66,93.098,93.774
473.73,61.468,62.272
516.8,67.484,68.126
559.86,68.365,69.016
602.93,67.776,68.43
646,67.852,68.457
689.06,95.498,96.23
732.13,104.87,105.61
775.2,99.362,100.09
818.26,68.49,69.234
861.33,63.448,64.062
904.39,63.554,64.17
947.46,62.919,63.484
990.53,62.408,63.087
1033.6,62.048,62.565
1076.7,61.644,62.095
1119.7,62.154,61.811
1162.8,60.71,61.356
1205.9,60.35,61.015
1248.9,60.207,60.762
1292,59.797,60.529
1335.1,59.419,60.07
1378.1,59.074,60.014
1421.2,84.093,85.874
1464.3,95.664,97.423
1507.3,91.916,93.688
1550.4,66.999,68.528
1593.5,56.81,57.546
1636.5,57.276,58.298
1679.6,57.185,58.163
1722.7,56.76,57.788
1765.7,56.467,57.369
1808.8,56.87,57.174
1851.9,56.696,58.596
1894.9,55.867,56.353
1938,55.308,56.163
1981.1,55.036,55.9
2024.1,54.857,55.664
2067.2,54.646,55.524
2110.3,54.403,55.092
2153.3,64.372,65.711
2196.4,77.747,79.096
2239.5,75.834,77.201
2282.5,56.999,58.071
2325.6,53.46,54.181
2368.7,53.27,54.153
2411.7,53.207,53.975
2454.8,52.98,53.809
2497.9,52.74,53.502
2540.9,52.93,53.711
2584,52.731,53.291
2627.1,52.441,53.245
2670.1,52.052,52.927
2713.2,52.035,52.6
2756.3,51.733,52.591
2799.3,51.607,52.425
2842.4,51.67,52.41
2885.4,54.155,54.791
2928.5,62.084,61.432
2971.6,64.027,64.046
3014.6,49.665,49.927
3057.7,50.933,51.77
3100.8,50.915,51.706
3143.8,50.895,51.639
3186.9,50.665,51.527
3230,50.57,51.265
3273,50.491,51.26
3316.1,50.355,51.223
3359.2,50.205,50.912
3402.2,50.05,50.96
3445.3,49.912,50.776
3488.4,49.704,50.436
3531.4,49.74,50.575
3574.5,49.721,50.397
3617.6,50.4,50.077
3660.6,55.388,56.588
3703.7,59.332,55.655
3746.8,48.379,51.14
3789.8,49.068,49.747
3832.9,49.011,49.803
3876,49.038,49.535
3919,48.91,49.517
3962.1,48.865,49.45
4005.2,48.62,49.137
4048.2,48.507,50.089
4091.3,48.586,48.952
4134.4,48.518,49.097
4177.4,48.176,48.863
4220.5,48.33,49.101
4263.6,48.165,48.58
4306.6,48.002,48.682
4349.7,47.943,49.177
4392.8,62.339,66.952
4435.8,65.072,69.918
4478.9,54.461,58.443
4522,47.58,48.422
4565,47.436,48.032
4608.1,47.36,48.032
4651.2,47.392,48.037
4694.2,47.122,47.788
4737.3,47.146,48.129
4780.4,47.518,50.916
4823.4,47.164,49.679
4866.5,46.97,47.648
4909.6,46.75,47.47
4952.6,46.587,47.292
4995.7,46.939,47.515
5038.8,46.498,47.148
5081.8,46.821,47.813
5124.9,59.016,66.779
