FFT,Power Spectrum
Frequency[Hz],Level-L[dB],Level-R[dB]
15.625,45.37,38.802
31.25,39.935,34.823
46.875,37.561,31.535
62.5,34.535,28.176
78.125,31.941,24.321
93.75,31.367,20.446
109.38,28.888,22.22
125,24.635,22.465
140.63,24.726,16.14
156.25,25.742,19.979
171.88,23.118,16.743
187.5,20.683,17.873
203.13,22.068,16.224
218.75,25.192,17.633
234.38,24.227,19.034
250,21.627,17.12
265.63,18.16,16.799
281.25,20.019,17.12
296.88,21.709,16.65
312.5,21.484,16.377
328.13,20.339,17.814
343.75,26.287,22.142
359.38,43.532,41.861
375,45.44,43.762
390.63,32.489,30.348
406.25,19.715,18.892
421.88,19.163,18.302
437.5,17.765,17.81
453.13,18.599,17.032
468.75,18.683,17.74
484.38,16.713,16.416
500,15.714,13.008
515.63,18.875,16.849
531.25,17.551,19.28
546.88,18.953,17.596
562.5,18.88,16.056
578.13,18.589,15.607
593.75,18.039,17.268
609.38,18.709,18.532
625,17.849,17.103
640.63,18.752,15.053
656.25,16.635,15.486
671.88,11.131,16.763
687.5,14.011,16.294
703.13,17.481,18.3
718.75,17.938,17.371
734.38,15.683,17.1
750,15.826,18.5
765.63,16.357,18.747
781.25,14.209,17.179
796.88,17.1,16.65
812.5,17.109,16.488
828.13,17.585,17.22
843.75,19.087,17.1
859.38,19.065,18.417
875,17.759,20.615
890.63,16.006,18.334
906.25,17.907,15.664
921.88,20.527,16.72
937.5,20.374,17.663
953.13,17.816,16.836
968.75,17.01,18.089
984.38,18.889,20.22
1000,20.376,23.665
1015.6,17.218,19.539
1031.3,18.03,19.795
1046.9,17.198,17.985
1062.5,15.777,16.384
1078.1,15.967,18
1093.8,21.324,21.728
1109.4,25.043,27.321
1125,20.407,22.07
1140.6,17.876,17.763
1156.3,16.712,15.193
1171.9,13.575,16.529
1187.5,14.078,16.748
1203.1,15.987,15.92
1218.8,17.89,16.455
1234.4,15.038,17.426
1250,18.003,17.876
1265.6,18.224,16.334
1281.3,16.058,16.065
1296.9,16.198,16.665
1312.5,17.652,17.254
1328.1,16.34,16.355
1343.8,16.181,14.485
1359.4,15.654,17.185
1375,17.696,20.658
1390.6,17.551,20.103
1406.3,16.306,15.226
1421.9,16.134,18.101
1437.5,16.87,17.022
1453.1,16.254,17.297
1468.8,17.187,19.005
1484.4,15.806,16.377
1500,15.16,16.469
1515.6,15.958,19.635
1531.3,14.385,18.122
1546.9,15.254,18.891
1562.5,13.843,13.422
1578.1,16.094,15.489
1593.8,17.537,16.705
1609.4,18.801,15.7
1625,15.564,17.263
1640.6,17.683,17.411
1656.3,16.078,16.047
1671.9,16.545,17.264
1687.5,15.976,16.195
1703.1,15.447,17.498
1718.8,13.955,15.956
1734.4,13.391,17.083
1750,14.829,16.646
1765.6,15.261,19.033
1781.3,14.979,17.186
1796.9,16.952,18.845
1812.5,18.726,19.582
1828.1,17.763,17.569
1843.8,24.928,22.94
1859.4,20.709,19.21
1875,14.971,15.122
1890.6,11.992,16.326
1906.3,13.132,17.267
1921.9,16.478,15.895
1937.5,15.178,14.478
1953.1,14.692,17.6
1968.8,15.223,18.419
1984.4,15.956,18.211
2000,21.207,20.232
2015.6,17.308,17.255
2031.3,16.876,17.099
2046.9,18.435,18.183
2062.5,16.005,18.454
2078.1,14.098,19.099
2093.8,11.962,17.346
2109.4,13.255,14.229
2125,16.662,16.574
2140.6,15.701,15.23
2156.3,14.569,17.42
2171.9,13.276,19.791
2187.5,16.486,20.094
2203.1,15.842,17.619
2218.8,16.491,16.059
2234.4,15.564,16.977
2250,17.389,14.463
2265.6,16.585,17.643
2281.3,16.757,18.344
2296.9,17.52,16.493
2312.5,16.151,17.331
2328.1,14.126,16.302
2343.8,11.918,16.005
2359.4,14.67,15.32
2375,16.9,15.728
2390.6,14.098,15.359
2406.3,17.139,16.184
2421.9,17.211,16.162
2437.5,13.446,17.292
2453.1,14.536,17.164
2468.8,14.577,15.384
2484.4,16.176,14.167
2500,15.981,15.091
2515.6,15.505,16.613
2531.3,15.841,15.891
2546.9,13.428,14.443
2562.5,15.058,18.404
2578.1,15.711,17.247
2593.8,16.47,16.03
2609.4,15.575,17.473
2625,15.408,15.995
2640.6,15.04,13.271
2656.3,16.783,13.796
2671.9,19.252,16.721
2687.5,16.53,18.718
2703.1,14.204,20.682
2718.8,14.657,21.033
2734.4,16.135,18.374
2750,15.257,15.329
2765.6,17.388,17.222
2781.3,15.063,16.86
2796.9,15.713,17.289
2812.5,16.913,18.645
2828.1,14.575,18.791
2843.8,15.845,18.423
2859.4,13.228,14.933
2875,12.986,16.259
2890.6,16.862,15.519
2906.3,16.62,17.179
2921.9,15.534,17.101
2937.5,14.263,14.355
2953.1,14.693,15.942
2968.8,16.447,15.772
2984.4,18.478,17.541
3000,20.091,19.938
3015.6,17.683,17.517
3031.3,16.707,17.244
3046.9,14.617,17.406
3062.5,15.137,17.248
3078.1,17.582,18.807
3093.8,16.55,17.925
3109.4,14.78,12.589
3125,16.227,14.895
3140.6,16.097,15.361
3156.3,13.899,13.371
3171.9,17.191,14.989
3187.5,17.421,15.457
3203.1,16.533,17.255
3218.8,14.877,17.462
3234.4,15.455,14.662
3250,17.575,14.96
3265.6,16.701,15.717
3281.3,14.96,16.884
3296.9,14.773,14.186
3312.5,16.473,15.114
3328.1,17.066,18.086
3343.8,16.172,17.42
3359.4,15.291,15.028
3375,17.718,16.099
3390.6,16.831,16.424
3406.3,14.754,15.398
3421.9,14.271,17.895
3437.5,15.374,19.484
3453.1,16.983,17.854
3468.8,16.331,17.636
3484.4,13.919,18.224
3500,14.717,17.075
3515.6,15.529,15.268
3531.3,15.516,18.469
3546.9,18.781,16.662
3562.5,20.768,16.25
3578.1,15.551,15.657
3593.8,17.352,15.865
3609.4,16.227,17.633
3625,15.532,16.614
3640.6,18.475,16.31
3656.3,17.956,16.956
3671.9,18.049,15.679
3687.5,17.772,16.735
3703.1,13.893,14.327
3718.8,13.23,11.661
3734.4,15.481,13.954
3750,14.919,17.451
3765.6,15.472,18.859
3781.3,17.723,17.274
3796.9,18.869,16.033
3812.5,17.787,17.203
3828.1,17.022,18.081
3843.8,15.268,16.719
3859.4,17.196,12.754
3875,17.295,15.127
3890.6,14.831,18.041
3906.3,14.131,19.583
3921.9,11.493,17.693
3937.5,13.104,17.191
3953.1,14.954,16.83
3968.8,15.402,15.445
3984.4,16.342,17.901
4000,15.485,17.413
4015.6,14.619,15.45
4031.3,15.919,16.727
4046.9,18.799,16.625
4062.5,17.347,16.537
4078.1,12.915,15.727
4093.8,15.088,13.591
4109.4,12.412,16.52
4125,14.097,17.464
