FFT,Power Spectrum
Frequency[Hz],Level-L[dB],Level-R[dB]
15.625,51.319,48.426
31.25,46.805,45.442
46.875,46.985,45.028
62.5,46.381,44.811
78.125,47.149,45.404
93.75,47.054,45.748
109.38,47.643,45.678
125,47.546,46.277
140.63,48.251,46.679
156.25,48.776,47.1
171.88,49.051,47.67
187.5,49.799,48.341
203.13,50.557,49.137
218.75,51.201,49.666
234.38,51.813,50.508
250,53.055,51.518
265.63,53.714,52.415
281.25,54.716,53.21
296.88,55.66,54.225
312.5,55.395,53.833
328.13,53.139,51.283
343.75,76.271,74.942
359.38,95.618,94.287
375,96.837,95.506
390.63,81.735,80.402
406.25,55.295,53.961
421.88,55.674,54.382
437.5,55.937,54.64
453.13,55.255,53.993
468.75,54.212,52.885
484.38,53.334,52.056
500,52.468,51.225
515.63,51.586,50.269
531.25,50.862,49.551
546.88,50.104,48.87
562.5,49.455,48.236
578.13,48.835,47.495
593.75,48.321,47.137
609.38,47.618,46.331
625,47.48,46.33
640.63,46.574,45.229
656.25,46.373,45.157
671.88,45.998,44.76
687.5,45.481,44.17
703.13,45.312,44.21
718.75,49.281,47.545
734.38,56.826,54.484
750,53.156,51.099
765.63,43.904,42.463
781.25,43.606,42.47
796.88,43.142,41.757
812.5,43.081,42.077
828.13,42.88,41.604
843.75,42.262,41.248
859.38,42.549,41.097
875,41.649,40.572
890.63,41.747,40.676
906.25,41.56,40.304
921.88,41.64,40.588
937.5,40.76,39.465
953.13,41.115,40.158
968.75,40.938,39.528
984.38,40.138,38.881
1000,41.158,39.99
1015.6,39.777,38.367
1031.3,39.975,39.039
1046.9,39.974,38.598
1062.5,39.174,38.448
1078.1,39.706,38.316
1093.8,46.879,48.522
1109.4,48.677,50.864
1125,42.002,42.646
1140.6,38.98,37.79
1156.3,38.247,37.295
1171.9,38.893,37.319
1187.5,38.147,37.253
1203.1,38.259,36.873
1218.8,37.838,36.942
1234.4,38.082,36.899
1250,37.543,36.106
1265.6,37.912,37.039
1281.3,36.837,35.787
1296.9,37.986,36.432
1312.5,36.803,36
1328.1,37.395,36.039
1343.8,36.835,35.665
1359.4,36.627,35.247
1375,37.125,36.128
1390.6,36.495,34.719
1406.3,36.944,35.861
1421.9,35.936,35.168
1437.5,36.595,35.584
1453.1,37.882,38.069
1468.8,45.42,47.395
1484.4,44.452,46.34
1500,35.278,34.802
1515.6,35.95,33.88
1531.3,35.827,35.054
1546.9,35.582,34.365
1562.5,35.525,34.437
1578.1,35.033,33.866
1593.8,36.108,34.519
1609.4,34.86,34.185
1625,35.18,34.091
1640.6,35.142,33.838
1656.3,34.629,33.968
1671.9,35.121,33.501
1687.5,34.84,33.782
1703.1,34.456,33.647
1718.8,34.539,32.939
1734.4,34.95,33.795
1750,33.893,32.942
1765.6,34.374,33.295
1781.3,34.739,33.719
1796.9,33.879,32.242
1812.5,34.068,33.486
1828.1,37.337,36.555
1843.8,42.711,42.542
1859.4,36.148,35.644
1875,33.772,32.322
1890.6,33.735,32.99
1906.3,33.444,31.742
1921.9,33.776,33.42
1937.5,33.131,31.471
1953.1,34.241,32.816
1968.8,32.666,32.116
1984.4,33.526,32.75
2000,33.328,31.774
2015.6,33.2,31.955
2031.3,33.254,32.448
2046.9,32.554,31.771
2062.5,33.289,32.052
2078.1,33.124,31.768
2093.8,32.07,31.876
2109.4,33.139,30.847
2125,32.994,32.291
2140.6,32.544,31.39
2156.3,31.714,31.642
2171.9,33.222,31.575
2187.5,32.328,31.056
2203.1,36.768,36.283
2218.8,35.508,34.628
2234.4,32.825,32.585
2250,32.134,30.744
2265.6,32.178,30.779
2281.3,31.798,31.007
2296.9,31.901,30.388
2312.5,32.393,31.389
2328.1,31.739,30.682
2343.8,31.859,30.606
2359.4,31.589,31.115
2375,32.196,30.35
2390.6,31.182,31.561
2406.3,32.047,29.523
2421.9,31.493,30.693
2437.5,31.225,30.979
2453.1,31.997,29.431
2468.8,31.196,31.015
2484.4,31.143,30.074
2500,31.607,30.799
2515.6,30.794,29.634
2531.3,31.196,31.342
2546.9,30.945,27.906
2562.5,31.795,32.475
2578.1,34.373,36.197
2593.8,32.353,32.932
2609.4,30.11,28.513
2625,31.177,31.338
2640.6,31.093,28.49
2656.3,30.455,30.789
2671.9,31.313,28.352
2687.5,30.377,30.174
2703.1,30.535,29.608
2718.8,31.188,29.1
2734.4,29.842,30.021
2750,30.894,29.034
2765.6,31.084,29.862
2781.3,29.599,29.085
2796.9,30.289,28.871
2812.5,31.009,29.622
2828.1,29.647,28.664
2843.8,30.899,30.276
2859.4,29.508,28.652
2875,29.92,28.648
2890.6,30.749,29.63
2906.3,30.679,29.682
2921.9,28.912,28.668
2937.5,31.552,29.369
2953.1,30.214,30.599
2968.8,31.244,28.878
2984.4,29.664,28.452
3000,29.458,29.537
3015.6,30.348,29.086
3031.3,29.472,29.393
3046.9,29.719,27.055
3062.5,29.263,29.755
3078.1,30.199,28.273
3093.8,29.162,29.433
3109.4,29.583,28.333
3125,29.638,29.061
3140.6,29.116,26.741
3156.3,29.998,29.729
3171.9,29.33,28.498
3187.5,29.237,28.484
3203.1,28.895,28
3218.8,30.179,27.968
3234.4,28.521,28.493
3250,29.933,29.293
3265.6,29.164,27.377
3281.3,28.389,28.255
3296.9,28.849,28.179
3312.5,31.413,28.316
3328.1,29.345,29.981
3343.8,28.667,27.175
3359.4,28.713,27.131
3375,29.182,28.859
3390.6,28.792,27.436
3406.3,28.463,27.845
3421.9,28.798,28.191
3437.5,28.234,26.569
3453.1,29.276,28.236
3468.8,29.001,28.105
3484.4,27.906,27.073
3500,29.396,28.074
3515.6,28.576,27.861
3531.3,29.118,29.041
3546.9,29.84,27.454
3562.5,27.237,27.669
3578.1,29.431,28.077
3593.8,27.269,27.37
3609.4,30.014,27.715
3625,27.545,27.17
3640.6,28.894,27.331
3656.3,28.206,26.623
3671.9,28.466,28.575
3687.5,28.711,27.373
3703.1,28.562,27.627
3718.8,27.347,26.579
3734.4,28.763,28.37
3750,27.856,26.756
3765.6,27.22,27.151
3781.3,29.128,27.383
3796.9,28.656,28.094
3812.5,26.658,26.66
3828.1,29.371,26.242
3843.8,26.77,27.936
3859.4,28.293,26.312
3875,27.735,27.605
3890.6,27.933,26.209
3906.3,27.141,28.317
3921.9,29.3,25.371
3937.5,27.263,28.321
3953.1,27.984,25.282
3968.8,27.793,26.733
3984.4,27.185,28.021
4000,29.355,26.577
4015.6,26.899,27.415
4031.3,27.755,25.564
4046.9,27.937,29.055
4062.5,29.249,25.845
4078.1,27.745,27.773
4093.8,27.039,25.444
4109.4,27.642,26.451
4125,28.265,27.274
4140.6,27.208,27.08
4156.3,26.993,26.854
4171.9,28.177,26.305
4187.5,26.79,27.277
4203.1,28.334,26.076
4218.8,26.747,27.281
4234.4,28.404,26.351
4250,26.539,26.776
4265.6,27.701,26.563
4281.3,26.859,27.521
4296.9,28.216,25.863
4312.5,26.733,26.531
4328.1,27.11,25.964
4343.8,26.929,25.723
4359.4,28.066,26.595
4375,26.837,26.485
4390.6,27.313,26.553
4406.3,27.614,27.293
4421.9,32.356,31.92
4437.5,27.944,26.721
4453.1,26.464,25.411
4468.8,27.771,28.103
4484.4,27.11,24.742
4500,26.597,25.515
4515.6,27.721,27.627
4531.3,26.668,23.783
4546.9,26.298,27.144
4562.5,26.412,25.494
4578.1,28.256,27.348
4593.8,27.263,26.244
4609.4,26.24,24.415
4625,26.755,26.714
4640.6,27.074,26.566
4656.3,26.821,25.709
4671.9,26.984,25.455
4687.5,27.657,26.438
4703.1,25.587,25.512
4718.8,26.893,25.822
4734.4,26.933,25.351
4750,26.93,24.54
4765.6,27.695,27.599
4781.3,27.713,27.686
4796.9,34.468,33.749
4812.5,24.545,23.574
4828.1,25.901,25.959
4843.8,26.747,26.213
4859.4,27.406,24.692
4875,26.386,26.149
4890.6,27.174,25.475
