FFT,Power Spectrum
Frequency[Hz],Level-L[dB],Level-R[dB]
43.066,46.737,39.853
86.133,36.533,34.034
129.2,34.871,32.612
172.27,33.986,31.041
215.33,31.394,29.371
258.4,31.125,30.021
301.46,30.224,29.669
344.53,27.951,25.926
387.6,45.197,45.681
430.66,68.974,69.514
473.73,72.089,72.639
516.8,59.703,60.294
559.86,31.42,30.799
602.93,29.221,28.683
646,29.784,29.433
689.06,30.614,30.127
732.13,29.151,29.565
775.2,29.521,28.481
818.26,28.946,29.255
861.33,26.002,25.945
904.39,26.981,26.896
947.46,29.053,28.019
990.53,29.77,28.569
1033.6,25.877,26.046
1076.7,28.361,29.863
1119.7,27.469,29.534
1162.8,27.705,31.079
1205.9,24.441,28.678
1248.9,24.362,25.793
1292,26.006,25.339
1335.1,26.193,25.048
1378.1,32.271,31.246
1421.2,29.009,28.107
1464.3,22.158,23.732
1507.3,22.34,23.784
1550.4,23.215,22.756
1593.5,22.282,24.101
1636.5,22.749,21.8
1679.6,22.948,20.728
1722.7,23.682,23.17
1765.7,23.685,23.227
1808.8,23.824,22.417
1851.9,24.008,21.192
1894.9,23.025,21.01
1938,22.258,22.956
1981.1,23.045,24.842
2024.1,21.203,22.366
2067.2,21.607,23.713
2110.3,21.483,21.198
2153.3,19.452,22.225
2196.4,20.224,21.142
2239.5,20.318,21.674
2282.5,23.614,24.191
2325.6,24.678,23.953
2368.7,20.899,22.292
2411.7,21.577,22.677
2454.8,19.602,21.614
2497.9,19.494,21.89
2540.9,21.246,21.138
2584,21.622,23.761
2627.1,19.595,20.282
2670.1,19.688,21.863
2713.2,21.604,21.917
2756.3,21.171,22.497
2799.3,21.009,21.259
2842.4,21.756,22.018
2885.4,21.565,22.334
2928.5,20.708,21.831
2971.6,21.971,19.83
3014.6,21.393,21.97
3057.7,21.86,22.846
3100.8,21.79,23.929
3143.8,19.877,23.144
3186.9,21.167,21.513
3230,23.111,22.104
3273,22.218,21.553
3316.1,20.177,22.407
3359.2,20.147,21.786
3402.2,20.296,21.358
3445.3,21.404,20.837
3488.4,21.958,21.686
3531.4,21.702,19.815
3574.5,22.56,22.358
3617.6,22.292,23.488
3660.6,21.54,22.931
3703.7,20.812,20.443
3746.8,21.785,21.64
3789.8,20.634,19.621
3832.9,21.234,20.176
3876,20.581,21.784
3919,21.767,21.468
3962.1,21.716,22.099
4005.2,21.451,22.268
4048.2,20.628,21.64
4091.3,20.69,21.411
4134.4,19.474,22.415
4177.4,22.207,22.029
4220.5,21.845,21.204
4263.6,20.281,19.915
4306.6,20.52,20.92
4349.7,20.943,21.51
4392.8,20.474,20.474
4435.8,19.196,21.046
4478.9,20.101,20.553
4522,19.1,21.015
4565,19.983,21.86
4608.1,20.973,22.397
4651.2,21.507,21.773
4694.2,19.873,20.247
4737.3,21.722,19.407
4780.4,20.642,20.759
4823.4,21.88,21.959
4866.5,22.397,20.446
4909.6,19.963,22.607
4952.6,21.792,23.23
4995.7,22.938,20.6
5038.8,20.605,21.512
5081.8,21.296,23.256
5124.9,20.776,22.348
5168,20.213,23.823
5211,21.495,22.994
5254.1,21.118,21.259
5297.2,21.421,21.183
5340.2,20.853,21.01
