1;"U1,U4";"QFN-16-1EP_3x3mm_P0.5mm_EP1.7x1.7mm";2;"MAX98357";;;
2;"U2";"LQFP-64_10x10mm_P0.5mm";1;"STM32F401RETx";;;
3;"U3";"SOT-223-3_TabPin2";1;"AMS1117-3.3";;;
4;"U5";"ESP-12E";1;"ESP-12E";;;
5;"U6";"sph0645";1;"SPH0645";;;
