FFT,Power Spectrum
Frequency[Hz],Level-L[dB],Level-R[dB]
43.066,55.782,56.864
86.133,55.219,56.005
129.2,55.508,56.338
172.27,55.881,56.768
215.33,55.457,56.224
258.4,52.03,52.362
301.46,76.767,77.571
344.53,95.661,96.479
387.6,96.642,97.46
430.66,81.169,81.991
473.73,54.295,54.951
516.8,55.298,56.027
559.86,55.649,56.454
602.93,55.09,55.878
646,54.324,55.069
689.06,53.395,54.874
732.13,53.032,57.811
775.2,52.119,54.941
818.26,51.137,51.91
861.33,50.49,51.246
904.39,49.98,50.65
947.46,49.2,50.087
990.53,48.961,49.726
1033.6,48.312,48.911
1076.7,47.796,48.789
1119.7,47.811,48.649
1162.8,46.984,47.795
1205.9,46.645,47.345
1248.9,46.045,46.969
1292,46.033,46.651
1335.1,45.556,46.346
1378.1,45.235,45.98
1421.2,44.688,45.444
1464.3,44.748,45.561
1507.3,44.295,44.938
1550.4,44.011,44.951
1593.5,43.73,44.306
1636.5,43.451,44.441
1679.6,43.272,43.759
1722.7,43.077,43.871
1765.7,42.538,43.373
1808.8,42.505,43.349
1851.9,42.569,43.173
1894.9,41.956,42.793
1938,41.744,42.565
1981.1,41.598,42.132
2024.1,41.71,42.503
2067.2,41.003,41.816
2110.3,41.145,41.951
2153.3,40.754,41.716
2196.4,40.839,41.269
2239.5,40.459,41.251
2282.5,40.25,41.234
2325.6,40.266,40.892
2368.7,40.069,40.715
2411.7,39.905,40.7
2454.8,39.533,40.46
2497.9,39.433,40.099
2540.9,39.383,40.035
2584,39.433,40.286
2627.1,39.028,39.665
2670.1,38.952,39.545
2713.2,38.654,39.537
2756.3,38.706,39.362
2799.3,38.484,39.316
2842.4,38.276,39.186
2885.4,38.363,38.723
2928.5,37.909,39.233
2971.6,38.102,38.427
3014.6,37.976,38.828
3057.7,37.586,38.224
3100.8,37.434,38.663
3143.8,37.672,38.007
3186.9,37.408,38.23
3230,36.92,38.003
3273,37.522,37.871
3316.1,37.008,38.136
3359.2,36.863,37.291
3402.2,36.929,38.031
3445.3,36.469,37.185
3488.4,36.54,37.267
3531.4,36.854,37.093
3574.5,36.109,37.723
3617.6,36.232,36.463
3660.6,36.378,37.208
3703.7,35.936,36.692
3746.8,35.924,36.768
3789.8,36.238,36.831
3832.9,35.398,36.313
3876,36.094,36.701
3919,35.103,36.469
3962.1,35.955,36.146
4005.2,35.305,36.297
4048.2,35.86,36.469
4091.3,35.032,35.409
4134.4,35.282,36.19
4177.4,35.206,36.16
4220.5,34.888,35.332
4263.6,34.823,35.757
4306.6,34.86,35.715
4349.7,34.52,35.571
4392.8,34.922,35.621
4435.8,34.664,35.323
4478.9,34.294,34.86
4522,34.452,35.461
4565,34.487,35.041
4608.1,33.764,35.059
4651.2,34.693,35.339
4694.2,33.843,34.629
4737.3,34.008,34.887
4780.4,34.109,35.118
4823.4,33.887,34.14
4866.5,33.802,34.914
4909.6,33.689,33.82
4952.6,33.916,34.989
4995.7,33.712,34.16
5038.8,33.623,34.465
5081.8,33.226,34.376
5124.9,33.819,33.752
5168,33.359,34.812
5211,33.17,33.583
5254.1,32.739,34.029
5297.2,33.274,33.888
5340.2,32.879,33.407
5383.3,33.218,33.891
5426.4,32.936,33.736
5469.4,32.442,33.763
5512.5,33.074,33.196
5555.6,32.835,34.036
5598.6,32.425,33.167
5641.7,32.523,33.582
5684.8,32.398,33.358
5727.8,33.645,33.056
5770.9,32.089,33.518
5814,32.668,33.333
5857,32.148,32.472
5900.1,32.726,33.421
5943.2,32.418,32.592
5986.2,32.485,33.403
6029.3,31.318,32.466
6072.4,32.66,32.814
6115.4,31.738,33.282
6158.5,32.454,32.687
6201.6,31.334,32.601
6244.6,32.517,33.348
6287.7,31.816,32.712
6330.8,31.549,32.313
6373.8,31.967,32.377
6416.9,31.286,32.782
6460,32.146,33.014
6503,32.401,31.736
6546.1,31.658,32.1
6589.2,31.959,32.845
6632.2,31.324,31.72
6675.3,30.863,32.207
6718.4,31.851,31.796
6761.4,31.208,32.852
6804.5,30.983,31.722
6847.6,31.336,31.708
6890.6,31.042,32.237
