FFT,Power Spectrum
Frequency[Hz],Level-L[dB],Level-R[dB]
43.066,60.481,61.449
86.133,58.531,59.463
129.2,58.885,59.549
172.27,59.205,59.919
215.33,59.364,60.157
258.4,59.695,60.465
301.46,60.392,61.133
344.53,60.746,61.469
387.6,61.423,62.143
430.66,62.201,62.927
473.73,62.747,63.455
516.8,63.643,64.333
559.86,63.874,64.565
602.93,62.188,62.927
646,68.436,69.105
689.06,103.4,104.02
732.13,113.06,113.68
775.2,107.76,108.38
818.26,76.614,77.222
861.33,59.757,61.053
904.39,63.065,63.998
947.46,63.668,64.627
990.53,63.037,64.126
1033.6,62.98,64.116
1076.7,62.69,63.937
1119.7,62.884,64.302
1162.8,63.207,64.651
1205.9,63.626,65.162
1248.9,64.328,65.917
1292,64.46,66.031
1335.1,63.142,64.806
1378.1,66.73,68.33
1421.2,96.929,98.572
1464.3,109.04,110.69
1507.3,105.76,107.4
1550.4,81.478,83.128
1593.5,58.523,59.168
1636.5,64.71,66.224
1679.6,65.073,66.61
1722.7,64.339,65.861
1765.7,63.754,65.247
1808.8,62.825,64.349
1851.9,62.058,63.522
1894.9,61.432,62.907
1938,60.701,62.174
1981.1,60.142,61.587
2024.1,59.541,60.988
2067.2,59.016,60.487
2110.3,58.595,60.007
2153.3,61.456,61.741
2196.4,72.646,71.131
2239.5,71.702,70.453
2282.5,57.631,58.526
2325.6,56.574,57.97
2368.7,56.236,57.629
2411.7,56.016,57.324
2454.8,55.563,56.996
2497.9,55.267,56.605
2540.9,55.157,56.464
2584,54.695,56.104
2627.1,54.499,55.806
2670.1,54.228,55.549
2713.2,53.964,55.359
2756.3,53.785,55.073
2799.3,53.605,54.916
2842.4,53.03,54.55
2885.4,54.108,56.366
2928.5,67.227,71.079
2971.6,67.514,71.585
3014.6,55.266,57.817
3057.7,52.313,53.564
3100.8,51.992,53.359
3143.8,51.833,53.225
3186.9,51.703,53.093
3230,51.471,52.793
3273,51.229,52.723
3316.1,51.144,52.515
3359.2,51.037,52.464
3402.2,50.925,52.102
3445.3,50.531,52.072
3488.4,50.554,51.859
3531.4,50.428,51.821
3574.5,50.264,51.637
3617.6,50.064,51.466
3660.6,49.9,52.094
3703.7,50.691,54.162
3746.8,49.638,51.035
3789.8,49.545,50.961
3832.9,49.384,50.911
3876,49.407,50.74
3919,49.099,50.595
3962.1,49.147,50.619
4005.2,48.768,50.486
4048.2,48.952,50.221
4091.3,48.68,50.379
4134.4,48.389,50.101
4177.4,48.59,50.19
4220.5,48.27,49.912
4263.6,48.369,50.084
4306.6,48.05,49.593
4349.7,49.807,51.822
4392.8,72.245,77.874
4435.8,76.827,82.298
4478.9,66.182,71.913
4522,47.606,49.607
4565,47.782,49.372
4608.1,47.66,48.65
4651.2,47.626,48.244
4694.2,47.722,49.133
4737.3,47.153,48.123
4780.4,47.467,48.305
4823.4,47.059,48.428
4866.5,47.177,48.094
4909.6,46.814,48.06
4952.6,46.9,48.014
4995.7,46.901,47.743
5038.8,46.636,48.038
5081.8,46.615,47.622
5124.9,47.523,50.214
5168,46.656,51.401
5211,47.104,49.479
5254.1,46.269,47.423
5297.2,45.983,47.35
5340.2,46.408,47.37
5383.3,45.977,47.255
5426.4,45.818,46.866
5469.4,45.899,47.218
5512.5,45.736,46.996
5555.6,45.842,46.973
5598.6,45.521,47.054
5641.7,45.681,46.526
5684.8,45.371,47.049
5727.8,45.659,46.546
5770.9,45.116,46.888
5814,45.352,46.222
5857,51.542,67.906
5900.1,57.75,76.813
5943.2,53.364,70.609
5986.2,45.03,47.307
6029.3,44.891,46.197
6072.4,44.96,46.007
6115.4,44.885,45.824
6158.5,44.819,45.898
6201.6,44.942,45.87
6244.6,44.161,45.767
6287.7,44.915,45.492
6330.8,44.589,45.774
6373.8,44.33,45.415
6416.9,44.361,45.804
6460,44.622,45.202
6503,44.212,45.488
6546.1,44.26,45.509
6589.2,43.905,45.606
6632.2,45.674,48.383
6675.3,43.277,47.14
6718.4,44.047,45.408
6761.4,44.039,44.908
6804.5,43.969,45.233
6847.6,43.814,44.981
6890.6,44.029,44.908
6933.7,43.502,45.171
6976.8,43.934,44.673
7019.8,43.46,44.941
7062.9,43.798,44.66
7106,43.209,45.121
7149,43.812,44.556
7192.1,43.533,44.977
7235.2,43.083,44.705
7278.2,43.382,44.001
7321.3,49.626,52.302
7364.4,63.019,66.774
7407.4,60.672,64.255
7450.5,45.407,47.966
7493.6,42.999,44.199
7536.6,42.627,43.775
7579.7,43.401,43.95
7622.8,42.581,43.818
7665.8,42.77,43.574
7708.9,42.618,44.032
7752,42.87,43.542
7795,42.613,43.75
7838.1,42.663,43.712
7881.2,42.53,43.608
7924.2,42.553,43.483
7967.3,42.433,43.358
8010.4,42.486,43.493
8053.4,42.458,43.46
8096.5,41.853,43.407
8139.6,42.539,43.888
8182.6,42.449,42.948
8225.7,41.983,43.362
8268.8,42.41,43.39
8311.8,42.046,43.252
8354.9,42.132,43.142
8397.9,42.07,43.07
8441,41.853,43.052
8484.1,42.113,42.875
8527.1,42.115,43.523
8570.2,41.865,42.862
8613.3,41.797,42.844
8656.3,41.724,42.866
8699.4,41.849,42.71
8742.5,41.838,43.17
8785.5,41.528,42.738
8828.6,46.13,43.153
8871.7,46.549,42.904
8914.7,42.176,42.897
8957.8,41.608,42.476
9000.9,41.683,42.718
9043.9,41.208,42.483
9087,41.67,42.805
9130.1,41.273,42.359
9173.1,41.325,42.459
9216.2,41.616,42.648
9259.3,41.185,42.16
9302.3,41.035,42.391
9345.4,41.683,42.555
9388.5,40.509,41.975
9431.5,41.677,42.487
9474.6,41.057,42.012
9517.7,40.963,42.222
9560.7,41.351,42.003
9603.8,40.8,42.347
9646.9,40.888,42.021
9689.9,41.121,42.084
9733,40.824,41.891
9776.1,41.109,42.107
9819.1,40.843,41.945
9862.2,40.769,42.002
9905.3,40.878,42.041
9948.3,40.906,41.68
9991.4,40.632,41.966
10034,40.529,41.485
10078,40.923,41.736
10121,40.584,41.9
10164,40.736,41.607
10207,40.482,41.649
10250,40.643,41.827
10293,52.51,41.066
10336,56.678,44.603
10379,49.896,41.3
10422,40.032,41.126
10465,40.514,41.856
10508,40.216,41.052
10551,40.19,41.779
10594,40.495,41.549
10637,40.21,41.235
10680,40.15,41.483
10724,40.137,41.366
10767,40.209,41.074
10810,40.163,41.383
10853,39.852,41.299
10896,40.006,41.022
10939,39.873,41.51
10982,40.219,40.957
11025,39.603,41.221
11068,40.33,41.468
11111,39.563,40.552
11154,40.182,41.347
11197,39.566,40.947
11240,39.761,40.893
11283,40.187,41.016
11326,39.763,41.107
11370,39.405,40.542
11413,39.772,41.303
11456,39.767,40.39
11499,39.848,41.182
11542,39.407,40.686
11585,39.496,40.577
11628,39.955,41.025
11671,39.464,40.519
11714,39.481,40.604
11757,42.337,44.01
11800,46.778,48.404
11843,44.926,46.542
11886,39.608,40.634
11929,39.271,40.744
11972,39.174,40.495
12016,39.8,40.53
12059,39.359,40.675
12102,39.33,40.468
12145,39.274,40.293
12188,39.405,40.808
12231,39.033,40.56
12274,39.666,40.101
12317,38.687,40.742
12360,39.562,40.439
12403,39.099,40.167
12446,39.372,40.495
12489,39.02,39.854
